Trial Number,Event,Time
79,States.M1CM2C,1706538342.8838677
80,States.TrialCompleted,1706538342.8838677
80,States.CenterReward,1706538342.8838677
80,States.TrialStarted,1706538342.8838677
80,States.M1CM2C,1706538342.8838677
81,States.TrialCompleted,1706538342.8838677
81,States.CenterReward,1706538342.8887646
81,States.TrialStarted,1706538342.8887646
81,States.M1CM2C,1706538342.8887646
82,States.TrialCompleted,1706538342.8887646
82,States.CenterReward,1706538342.8887646
82,States.TrialStarted,1706538342.8887646
82,States.M1CM2C,1706538342.8887646
83,States.TrialCompleted,1706538342.8887646
83,States.CenterReward,1706538342.8887646
83,States.TrialStarted,1706538342.8887646
83,States.M1CM2C,1706538342.8887646
84,States.TrialCompleted,1706538342.8887646
84,States.CenterReward,1706538342.8887646
84,States.TrialStarted,1706538342.8887646
84,States.M1CM2C,1706538342.8887646
85,States.TrialCompleted,1706538342.8887646
85,States.CenterReward,1706538342.8937645
85,States.TrialStarted,1706538342.8937645
85,States.M1CM2C,1706538342.8937645
86,States.TrialCompleted,1706538342.8937645
86,States.CenterReward,1706538342.8937645
86,States.TrialStarted,1706538342.8937645
86,States.M1CM2C,1706538342.8937645
87,States.TrialCompleted,1706538342.8937645
87,States.CenterReward,1706538342.8937645
87,States.TrialStarted,1706538342.8937645
87,States.M1CM2C,1706538342.8937645
88,States.TrialCompleted,1706538342.8937645
88,States.CenterReward,1706538342.8937645
88,States.TrialStarted,1706538342.8937645
88,States.M1CM2C,1706538342.8937645
89,States.TrialCompleted,1706538342.8937645
89,States.CenterReward,1706538342.8937645
89,States.TrialStarted,1706538342.8987646
89,States.M1CM2C,1706538342.8987646
90,States.TrialCompleted,1706538342.8987646
90,States.CenterReward,1706538342.8987646
90,States.TrialStarted,1706538342.8987646
90,States.M1CM2C,1706538342.8987646
91,States.TrialCompleted,1706538342.8987646
91,States.CenterReward,1706538342.8987646
91,States.TrialStarted,1706538342.8987646
91,States.M1CM2C,1706538342.8987646
92,States.TrialCompleted,1706538342.8987646
92,States.CenterReward,1706538342.8987646
92,States.TrialStarted,1706538342.8987646
92,States.M1CM2C,1706538342.8987646
93,States.TrialCompleted,1706538342.8987646
93,States.CenterReward,1706538342.8987646
93,States.TrialStarted,1706538342.8987646
93,States.M1CM2C,1706538342.9037647
94,States.TrialCompleted,1706538342.9037647
94,States.CenterReward,1706538342.9037647
94,States.TrialStarted,1706538342.9037647
94,States.M1CM2C,1706538342.9037647
95,States.TrialCompleted,1706538342.9037647
95,States.CenterReward,1706538342.9037647
95,States.TrialStarted,1706538342.9037647
95,States.M1CM2C,1706538342.9037647
96,States.TrialCompleted,1706538342.9037647
96,States.CenterReward,1706538342.9037647
96,States.TrialStarted,1706538342.9037647
96,States.M1CM2C,1706538342.9037647
97,States.TrialCompleted,1706538342.9037647
97,States.CenterReward,1706538342.9037647
97,States.TrialStarted,1706538342.9037647
97,States.M1CM2C,1706538342.9087658
98,States.TrialCompleted,1706538342.9087658
98,States.CenterReward,1706538342.9087658
98,States.TrialStarted,1706538342.9087658
98,States.M1CM2C,1706538342.9087658
99,States.TrialCompleted,1706538342.9087658
99,States.CenterReward,1706538342.9087658
99,States.TrialStarted,1706538342.9087658
99,States.M1CM2C,1706538342.9087658
100,States.TrialCompleted,1706538342.9087658
100,States.End,1706538342.9087658
