Trial Number,Event,Time
40,States.TrialStarted,1706538449.1705198
40,States.M1DM2D,1706538449.1705198
41,States.TrialCompleted,1706538449.1705198
41,States.CenterReward,1706538449.1705198
41,States.TrialStarted,1706538449.1733317
41,States.M1DM2D,1706538449.1733317
42,States.TrialCompleted,1706538449.1733317
42,States.CenterReward,1706538449.1733317
42,States.TrialStarted,1706538449.1733317
42,States.M1DM2D,1706538449.1733317
43,States.TrialCompleted,1706538449.1753442
43,States.CenterReward,1706538449.1753442
43,States.TrialStarted,1706538449.1753442
43,States.M1DM2D,1706538449.1753442
44,States.TrialCompleted,1706538449.1753442
44,States.CenterReward,1706538449.1753442
44,States.TrialStarted,1706538449.1753442
44,States.M1DM2D,1706538449.1753442
45,States.TrialCompleted,1706538449.1753442
45,States.CenterReward,1706538449.1753442
45,States.TrialStarted,1706538449.1753442
45,States.M1DM2D,1706538449.1753442
46,States.TrialCompleted,1706538449.1753442
46,States.CenterReward,1706538449.1753442
46,States.TrialStarted,1706538449.1753442
46,States.M1DM2D,1706538449.1753442
47,States.TrialCompleted,1706538449.1753442
47,States.CenterReward,1706538449.180338
47,States.TrialStarted,1706538449.180338
47,States.M1DM2D,1706538449.180338
48,States.TrialCompleted,1706538449.180338
48,States.CenterReward,1706538449.180338
48,States.TrialStarted,1706538449.180338
48,States.M1DM2D,1706538449.180338
49,States.TrialCompleted,1706538449.180338
49,States.CenterReward,1706538449.1835258
49,States.TrialStarted,1706538449.1835258
49,States.M1DM2D,1706538449.1835258
50,States.TrialCompleted,1706538449.1835258
50,States.CenterReward,1706538449.1835258
50,States.TrialStarted,1706538449.1835258
50,States.M1DM2D,1706538449.1855342
51,States.TrialCompleted,1706538449.1855342
51,States.CenterReward,1706538449.1855342
51,States.TrialStarted,1706538449.1855342
51,States.M1DM2D,1706538449.1855342
52,States.TrialCompleted,1706538449.1855342
52,States.CenterReward,1706538449.1855342
52,States.TrialStarted,1706538449.1855342
52,States.M1DM2D,1706538449.1855342
53,States.TrialCompleted,1706538449.1855342
53,States.CenterReward,1706538449.1855342
53,States.TrialStarted,1706538449.1855342
53,States.M1DM2D,1706538449.1855342
54,States.TrialCompleted,1706538449.1855342
54,States.CenterReward,1706538449.1855342
54,States.TrialStarted,1706538449.1855342
54,States.M1DM2D,1706538449.1855342
55,States.TrialCompleted,1706538449.19053
55,States.CenterReward,1706538449.19053
55,States.TrialStarted,1706538449.19053
55,States.M1DM2D,1706538449.19053
56,States.TrialCompleted,1706538449.19053
56,States.CenterReward,1706538449.19053
56,States.TrialStarted,1706538449.19053
56,States.M1DM2D,1706538449.19053
57,States.TrialCompleted,1706538449.19053
57,States.CenterReward,1706538449.1935794
57,States.TrialStarted,1706538449.1935794
57,States.M1DM2D,1706538449.1935794
58,States.TrialCompleted,1706538449.1935794
58,States.CenterReward,1706538449.1935794
58,States.TrialStarted,1706538449.1935794
58,States.M1DM2D,1706538449.1935794
59,States.TrialCompleted,1706538449.1955912
59,States.CenterReward,1706538449.1955912
59,States.TrialStarted,1706538449.1955912
59,States.M1DM2D,1706538449.1955912
60,States.TrialCompleted,1706538449.1955912
60,States.CenterReward,1706538449.1955912
60,States.TrialStarted,1706538449.1955912
60,States.M1DM2D,1706538449.1955912
61,States.TrialCompleted,1706538449.1955912
61,States.CenterReward,1706538449.1955912
61,States.TrialStarted,1706538449.1955912
61,States.M1DM2D,1706538449.1955912
62,States.TrialCompleted,1706538449.1955912
62,States.CenterReward,1706538449.1955912
62,States.TrialStarted,1706538449.1955912
62,States.M1DM2D,1706538449.1955912
63,States.TrialCompleted,1706538449.1955912
63,States.CenterReward,1706538449.2005854
63,States.TrialStarted,1706538449.2005854
63,States.M1DM2D,1706538449.2005854
64,States.TrialCompleted,1706538449.2005854
64,States.CenterReward,1706538449.2005854
64,States.TrialStarted,1706538449.2005854
64,States.M1DM2D,1706538449.2005854
65,States.TrialCompleted,1706538449.2005854
65,States.CenterReward,1706538449.2005854
65,States.TrialStarted,1706538449.2035084
65,States.M1DM2D,1706538449.2035084
66,States.TrialCompleted,1706538449.2035084
66,States.CenterReward,1706538449.2035084
66,States.TrialStarted,1706538449.2035084
66,States.M1DM2D,1706538449.2035084
67,States.TrialCompleted,1706538449.2035084
67,States.CenterReward,1706538449.2055428
67,States.TrialStarted,1706538449.2055428
67,States.M1DM2D,1706538449.2055428
68,States.TrialCompleted,1706538449.2055428
68,States.CenterReward,1706538449.2055428
68,States.TrialStarted,1706538449.2055428
68,States.M1DM2D,1706538449.2055428
69,States.TrialCompleted,1706538449.2055428
69,States.CenterReward,1706538449.2055428
69,States.TrialStarted,1706538449.2055428
69,States.M1DM2D,1706538449.2055428
70,States.TrialCompleted,1706538449.2055428
70,States.CenterReward,1706538449.2055428
70,States.TrialStarted,1706538449.2055428
70,States.M1DM2D,1706538449.2055428
71,States.TrialCompleted,1706538449.2055428
71,States.CenterReward,1706538449.2105148
71,States.TrialStarted,1706538449.2105148
71,States.M1DM2D,1706538449.2105148
72,States.TrialCompleted,1706538449.2105148
72,States.CenterReward,1706538449.2105148
72,States.TrialStarted,1706538449.2105148
72,States.M1DM2D,1706538449.2105148
73,States.TrialCompleted,1706538449.2105148
73,States.CenterReward,1706538449.2105148
73,States.TrialStarted,1706538449.2105148
73,States.M1DM2D,1706538449.2105148
74,States.TrialCompleted,1706538449.21353
74,States.CenterReward,1706538449.21353
74,States.TrialStarted,1706538449.21353
74,States.M1DM2D,1706538449.21353
75,States.TrialCompleted,1706538449.21353
75,States.CenterReward,1706538449.21554
75,States.TrialStarted,1706538449.21554
75,States.M1DM2D,1706538449.21554
76,States.TrialCompleted,1706538449.21554
76,States.CenterReward,1706538449.21554
76,States.TrialStarted,1706538449.21554
76,States.M1DM2D,1706538449.21554
77,States.TrialCompleted,1706538449.21554
77,States.CenterReward,1706538449.21554
77,States.TrialStarted,1706538449.21554
77,States.M1DM2D,1706538449.21554
78,States.TrialCompleted,1706538449.21554
78,States.CenterReward,1706538449.21554
78,States.TrialStarted,1706538449.21554
78,States.M1DM2D,1706538449.21554
79,States.TrialCompleted,1706538449.21554
79,States.CenterReward,1706538449.21554
79,States.TrialStarted,1706538449.2205343
79,States.M1DM2D,1706538449.2205343
80,States.TrialCompleted,1706538449.2205343
80,States.CenterReward,1706538449.2205343
80,States.TrialStarted,1706538449.2205343
80,States.M1DM2D,1706538449.2205343
81,States.TrialCompleted,1706538449.2205343
81,States.CenterReward,1706538449.2205343
81,States.TrialStarted,1706538449.2205343
81,States.M1DM2D,1706538449.2235394
82,States.TrialCompleted,1706538449.2235394
82,States.CenterReward,1706538449.2235394
82,States.TrialStarted,1706538449.2235394
82,States.M1DM2D,1706538449.2235394
83,States.TrialCompleted,1706538449.2235394
83,States.CenterReward,1706538449.225557
83,States.TrialStarted,1706538449.225557
83,States.M1DM2D,1706538449.225557
84,States.TrialCompleted,1706538449.225557
84,States.CenterReward,1706538449.225557
84,States.TrialStarted,1706538449.225557
84,States.M1DM2D,1706538449.225557
85,States.TrialCompleted,1706538449.225557
85,States.CenterReward,1706538449.225557
85,States.TrialStarted,1706538449.225557
85,States.M1DM2D,1706538449.225557
86,States.TrialCompleted,1706538449.225557
86,States.CenterReward,1706538449.225557
86,States.TrialStarted,1706538449.225557
86,States.M1DM2D,1706538449.225557
87,States.TrialCompleted,1706538449.225557
87,States.CenterReward,1706538449.225557
87,States.TrialStarted,1706538449.2305448
87,States.M1DM2D,1706538449.2305448
88,States.TrialCompleted,1706538449.2305448
88,States.CenterReward,1706538449.2305448
88,States.TrialStarted,1706538449.2305448
88,States.M1DM2D,1706538449.2305448
89,States.TrialCompleted,1706538449.2305448
89,States.CenterReward,1706538449.2305448
89,States.TrialStarted,1706538449.2305448
89,States.M1DM2D,1706538449.2305448
90,States.TrialCompleted,1706538449.2335627
90,States.CenterReward,1706538449.2335627
90,States.TrialStarted,1706538449.2335627
90,States.M1DM2D,1706538449.2335627
