Trial Number,Event,Time
0,States.CenterReward,1706538374.4400482
0,States.TrialStarted,1706538374.4400482
0,States.M1DM2D,1706538374.4400482
1,States.TrialCompleted,1706538374.4400482
1,States.CenterReward,1706538374.4400482
1,States.TrialStarted,1706538374.4437325
1,States.M1DM2D,1706538374.4437325
2,States.TrialCompleted,1706538374.4437325
2,States.CenterReward,1706538374.4437325
2,States.TrialStarted,1706538374.4437325
2,States.M1DM2D,1706538374.4437325
3,States.TrialCompleted,1706538374.4437325
3,States.CenterReward,1706538374.4437325
3,States.TrialStarted,1706538374.4437325
3,States.M1DM2D,1706538374.4487479
4,States.TrialCompleted,1706538374.4487479
4,States.CenterReward,1706538374.4497569
4,States.TrialStarted,1706538374.4497569
4,States.M1DM2D,1706538374.4497569
5,States.TrialCompleted,1706538374.4497569
5,States.CenterReward,1706538374.4497569
5,States.TrialStarted,1706538374.4497569
5,States.M1DM2D,1706538374.4497569
6,States.TrialCompleted,1706538374.4497569
6,States.CenterReward,1706538374.4497569
6,States.TrialStarted,1706538374.4497569
6,States.M1DM2D,1706538374.4497569
7,States.TrialCompleted,1706538374.4497569
7,States.CenterReward,1706538374.4497569
7,States.TrialStarted,1706538374.4497569
7,States.M1DM2D,1706538374.4497569
8,States.TrialCompleted,1706538374.4497569
8,States.CenterReward,1706538374.4547517
8,States.TrialStarted,1706538374.4547517
8,States.M1DM2D,1706538374.4547517
9,States.TrialCompleted,1706538374.4547517
9,States.CenterReward,1706538374.4547517
9,States.TrialStarted,1706538374.4547517
9,States.M1DM2D,1706538374.4547517
10,States.TrialCompleted,1706538374.4547517
10,States.CenterReward,1706538374.4547517
10,States.TrialStarted,1706538374.4547517
10,States.M1DM2D,1706538374.4547517
11,States.TrialCompleted,1706538374.4547517
11,States.CenterReward,1706538374.4547517
11,States.TrialStarted,1706538374.4547517
11,States.M1DM2D,1706538374.4547517
12,States.TrialCompleted,1706538374.4547517
12,States.CenterReward,1706538374.4597518
12,States.TrialStarted,1706538374.4597518
12,States.M1DM2D,1706538374.4597518
13,States.TrialCompleted,1706538374.4597518
13,States.CenterReward,1706538374.4597518
13,States.TrialStarted,1706538374.4597518
